INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
6026,0,0,0,52,0,9,"$22,658",No,"$96,532",Yes,M,<High School,Clerical,17,Commercial,"$30,450",4,Panel Truck,yes,"$5,369",1,No,7,5,Highly Urban/ Urban
6027,0,0,0,50,0,13,"$40,854",No,"$136,186",Yes,z_F,z_High School,Professional,23,Private,"$12,490",10,Minivan,no,"$5,928",4,No,7,1,Highly Urban/ Urban
6028,0,0,0,48,0,11,"$98,569",No,"$271,115",Yes,M,Bachelors,z_Blue Collar,51,Commercial,"$16,550",10,Van,no,$0,0,No,2,11,Highly Urban/ Urban
6030,0,0,2,41,3,16,"$9,836",Yes,$0,z_No,z_F,z_High School,Home Maker,40,Private,"$27,910",1,z_SUV,no,$0,0,No,3,1,Highly Urban/ Urban
6031,0,0,0,52,0,11,"$51,446",No,"$194,928",Yes,M,z_High School,Manager,19,Private,"$13,330",1,Minivan,yes,$0,0,Yes,2,7,Highly Urban/ Urban
6032,1,12023.802389,0,47,0,14,"$66,524",No,$0,z_No,M,Bachelors,Professional,56,Private,"$12,850",3,Minivan,yes,$0,0,No,0,12,Highly Urban/ Urban
6033,0,0,0,55,0,17,"$74,027",No,"$292,979",Yes,z_F,Masters,Lawyer,17,Private,"$9,740",4,z_SUV,no,$0,0,No,0,11,Highly Urban/ Urban
6034,0,0,0,50,0,12,"$46,269",No,"$145,691",Yes,z_F,Masters,Professional,10,Private,"$19,450",4,Pickup,no,"$5,109",2,No,5,21,Highly Urban/ Urban
6035,0,0,0,61,0,14,"$62,063",No,"$233,201",Yes,z_F,Masters,Lawyer,28,Private,"$14,440",13,Sports Car,no,"$4,641",1,No,2,20,Highly Urban/ Urban
6039,1,5212,0,53,0,11,"$30,319",No,"$175,890",z_No,z_F,z_High School,Professional,8,Private,"$6,800",6,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban
6040,1,1869,0,49,0,0,$0,No,"$87,080",Yes,M,z_High School,Student,69,Commercial,"$6,400",1,Pickup,yes,"$5,032",3,No,7,1,Highly Urban/ Urban
6041,0,0,0,55,0,9,"$70,628",No,$0,z_No,M,Bachelors,Professional,51,Commercial,"$18,290",6,Van,yes,"$5,493",3,No,5,11,Highly Urban/ Urban
6042,0,0,0,51,0,8,"$57,906",No,"$201,076",Yes,z_F,Bachelors,z_Blue Collar,51,Commercial,"$25,780",11,Minivan,no,"$10,019",2,No,5,17,Highly Urban/ Urban
6044,1,731.30383662,0,51,0,11,"$38,668",No,$0,z_No,M,Bachelors,Clerical,49,Private,"$1,500",6,Minivan,yes,"$31,344",3,Yes,2,7,z_Highly Rural/ Rural
6046,0,0,0,39,0,10,"$58,544",No,"$215,542",z_No,z_F,Bachelors,Professional,29,Private,"$26,050",13,Minivan,no,$0,0,No,4,9,z_Highly Rural/ Rural
6049,0,0,1,40,3,15,"$2,660",No,$0,Yes,M,<High School,Student,48,Private,"$5,770",4,Pickup,yes,$0,0,No,3,6,z_Highly Rural/ Rural
6050,0,0,0,37,0,15,"$54,416",No,"$186,564",z_No,z_F,Masters,Lawyer,55,Private,"$15,800",7,z_SUV,no,$0,0,No,1,10,Highly Urban/ Urban
6051,1,4042,0,44,0,13,"$69,236",No,"$266,489",Yes,z_F,z_High School,z_Blue Collar,38,Private,"$5,800",1,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
6052,1,5441,0,39,3,15,"$12,854",Yes,$0,z_No,z_F,<High School,Student,25,Commercial,"$12,800",11,z_SUV,no,"$2,452",1,No,3,8,z_Highly Rural/ Rural
6053,0,0,0,51,0,15,"$68,128",No,"$200,577",Yes,M,Masters,Lawyer,25,Private,"$13,410",1,Minivan,no,$0,0,No,0,,Highly Urban/ Urban
6054,0,0,0,41,0,8,"$36,807",No,$0,z_No,M,<High School,z_Blue Collar,37,Commercial,"$11,030",1,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural
6055,1,6415,0,40,0,0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,31,Private,"$7,470",15,z_SUV,no,"$9,603",2,No,3,13,Highly Urban/ Urban
6056,0,0,0,33,3,,"$95,584",Yes,"$265,755",z_No,z_F,Bachelors,z_Blue Collar,27,Commercial,"$24,610",4,Pickup,no,$0,0,No,0,9,z_Highly Rural/ Rural
6057,0,0,0,35,0,12,"$78,582",No,"$185,020",Yes,M,Bachelors,Manager,28,Private,"$12,860",4,Minivan,yes,$0,0,No,1,6,Highly Urban/ Urban
6058,0,0,0,55,0,5,"$30,028",No,,Yes,z_F,z_High School,Clerical,10,Private,"$9,430",7,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
6059,1,3510,0,56,0,0,,No,"$100,226",Yes,z_F,Bachelors,Home Maker,32,Private,"$1,500",1,z_SUV,no,$0,0,No,1,10,Highly Urban/ Urban
6060,1,8351,0,35,0,7,"$64,379",No,$0,z_No,M,Bachelors,z_Blue Collar,88,Commercial,"$15,030",1,Minivan,yes,$0,0,No,0,12,z_Highly Rural/ Rural
6062,1,1221,0,45,0,0,$0,No,"$70,067",z_No,z_F,Bachelors,Home Maker,40,Private,"$6,000",1,z_SUV,no,"$3,373",3,No,1,11,Highly Urban/ Urban
6065,1,3419,0,33,2,14,"$82,407",Yes,$0,z_No,M,z_High School,z_Blue Collar,51,Commercial,"$4,600",1,Pickup,no,"$1,794",2,No,0,6,Highly Urban/ Urban
6066,0,0,0,48,0,12,,No,"$247,618",z_No,M,Bachelors,Manager,31,Private,"$14,040",9,Minivan,no,"$1,065",2,No,1,8,Highly Urban/ Urban
6067,1,3547.9192947,1,54,1,7,"$64,155",No,"$221,443",Yes,z_F,Bachelors,Professional,34,Private,"$13,320",10,z_SUV,no,"$7,884",5,No,1,17,Highly Urban/ Urban
6072,0,0,0,46,0,7,"$44,358",No,"$169,297",Yes,z_F,<High School,Clerical,9,Private,"$10,540",1,z_SUV,no,$0,0,No,2,6,z_Highly Rural/ Rural
6073,0,0,0,42,2,0,$0,Yes,$0,z_No,M,<High School,Student,49,Commercial,"$24,600",1,Panel Truck,no,"$48,684",1,Yes,0,7,z_Highly Rural/ Rural
6075,0,0,0,48,0,12,"$64,133",No,"$243,575",z_No,z_F,z_High School,Professional,34,Private,"$7,910",4,z_SUV,no,$0,0,No,0,8,Highly Urban/ Urban
6076,1,3393,2,45,2,16,"$101,470",No,"$321,990",Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,"$11,840",3,z_SUV,no,$0,0,Yes,3,11,Highly Urban/ Urban
6077,1,1791.3944575,0,32,4,0,$0,No,"$60,950",Yes,M,<High School,Student,36,Commercial,"$9,150",10,Pickup,yes,$0,0,No,4,1,Highly Urban/ Urban
6078,1,8097,0,26,1,7,"$110,880",No,"$282,194",Yes,z_F,Masters,Manager,29,Private,"$3,900",18,z_SUV,no,$0,0,No,3,,Highly Urban/ Urban
6080,0,0,0,49,0,10,"$104,462",No,"$310,893",z_No,M,Masters,Lawyer,32,Private,"$25,630",1,Minivan,yes,$0,0,No,0,13,Highly Urban/ Urban
6081,0,0,0,56,0,14,"$142,333",No,"$360,296",Yes,M,Bachelors,Professional,25,Private,"$21,330",1,Minivan,no,$0,0,No,0,12,Highly Urban/ Urban
6083,0,0,0,46,0,13,,No,"$168,933",Yes,M,Bachelors,Clerical,34,Private,"$12,360",5,Minivan,no,$0,0,No,0,11,z_Highly Rural/ Rural
6084,1,2763,0,37,0,13,"$78,341",No,$0,z_No,M,Bachelors,Professional,47,Commercial,"$10,890",4,Pickup,yes,"$3,857",4,No,2,11,Highly Urban/ Urban
6085,0,0,0,47,0,8,"$94,054",No,"$291,077",Yes,M,Bachelors,z_Blue Collar,46,Commercial,"$6,200",9,Pickup,yes,$0,0,No,1,6,Highly Urban/ Urban
6086,1,6162,0,64,0,14,"$65,398",No,"$231,176",Yes,z_F,Masters,Lawyer,53,Private,"$13,810",11,Sports Car,no,"$9,658",1,No,0,15,Highly Urban/ Urban
6087,0,0,0,33,1,6,"$28,182",No,"$122,763",Yes,z_F,z_High School,Manager,40,Private,"$7,840",6,z_SUV,no,$0,0,No,4,1,Highly Urban/ Urban
6089,0,0,0,42,0,7,"$58,460",No,"$204,259",z_No,z_F,<High School,z_Blue Collar,36,Private,"$20,230",17,Minivan,no,$0,0,No,1,4,z_Highly Rural/ Rural
6090,0,0,0,44,2,10,"$67,730",No,"$242,148",Yes,z_F,<High School,z_Blue Collar,44,Private,"$16,800",4,Pickup,no,$0,0,No,1,1,z_Highly Rural/ Rural
6091,1,7531,0,41,0,3,"$85,545",No,$0,z_No,z_F,Masters,Lawyer,36,Private,"$6,000",1,Sports Car,no,"$26,003",2,Yes,4,21,Highly Urban/ Urban
6092,0,0,1,39,2,11,"$19,785",No,"$95,240",Yes,z_F,<High School,z_Blue Collar,5,Private,"$26,210",10,Sports Car,no,$0,0,No,0,8,Highly Urban/ Urban
6093,0,0,0,38,3,,$730,No,"$98,248",Yes,z_F,Bachelors,Home Maker,80,Commercial,"$13,830",4,z_SUV,no,$0,0,No,0,9,z_Highly Rural/ Rural
6096,1,7563,0,25,5,14,"$59,896",No,"$224,977",Yes,z_F,Bachelors,Clerical,30,Private,"$11,780",1,z_SUV,no,"$30,213",2,Yes,4,7,Highly Urban/ Urban
6097,0,0,0,53,0,9,"$21,267",No,$0,z_No,M,z_High School,Student,35,Commercial,"$8,930",3,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
6099,1,2188,0,37,0,0,$0,No,"$80,900",Yes,z_F,z_High School,Student,40,Commercial,"$5,200",1,Sports Car,no,"$6,064",1,No,0,8,Highly Urban/ Urban
6100,1,4435,0,56,0,13,"$231,004",No,"$553,221",Yes,M,PhD,Professional,22,Commercial,"$30,200",1,Panel Truck,no,"$7,092",2,No,0,17,Highly Urban/ Urban
6101,0,0,0,37,0,11,"$45,147",No,"$199,373",Yes,z_F,Masters,Manager,76,Private,"$11,470",13,z_SUV,no,"$23,588",1,Yes,1,17,Highly Urban/ Urban
6103,0,0,0,51,0,0,$0,No,$0,Yes,M,z_High School,Student,30,Commercial,"$19,480",4,Van,no,$0,0,No,0,8,z_Highly Rural/ Rural
6104,1,4041,0,55,0,14,"$37,523",No,"$165,342",Yes,z_F,<High School,z_Blue Collar,28,Private,"$10,750",1,z_SUV,no,$0,0,No,0,,Highly Urban/ Urban
6106,0,0,0,50,0,9,"$154,602",No,$0,z_No,M,Masters,Lawyer,36,Private,"$6,500",7,Pickup,yes,$0,0,No,1,11,Highly Urban/ Urban
6107,0,0,0,55,0,6,"$48,509",No,"$210,146",Yes,z_F,z_High School,z_Blue Collar,31,Commercial,"$6,400",13,z_SUV,no,"$9,009",2,No,1,8,Highly Urban/ Urban
6108,1,7008,0,48,0,0,$0,No,$0,Yes,z_F,z_High School,Student,47,Commercial,"$7,380",17,z_SUV,no,"$4,969",1,No,5,10,Highly Urban/ Urban
6109,0,0,0,51,0,13,"$85,345",No,,Yes,M,Masters,,37,Commercial,"$34,270",4,Panel Truck,no,"$8,481",3,No,5,15,Highly Urban/ Urban
6110,0,0,0,50,0,5,"$28,299",No,"$183,581",Yes,z_F,Bachelors,Home Maker,40,Private,"$1,500",6,Sports Car,no,$0,0,No,0,11,Highly Urban/ Urban
6111,0,0,0,53,0,12,"$58,319",No,"$206,406",z_No,M,Masters,Lawyer,13,Private,"$12,630",4,Minivan,yes,"$4,582",2,No,5,15,Highly Urban/ Urban
6112,0,0,0,52,0,,"$67,096",No,$0,z_No,z_F,PhD,Doctor,38,Private,"$13,410",6,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban
6114,0,0,0,43,0,9,"$87,597",No,"$244,590",Yes,z_F,Bachelors,Professional,41,Private,"$12,530",3,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural
6115,0,0,0,57,0,5,"$40,864",No,"$169,993",Yes,z_F,z_High School,Clerical,39,Private,"$12,820",4,z_SUV,no,$0,0,No,1,1,z_Highly Rural/ Rural
6117,1,4804,2,45,4,16,"$65,801",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,14,Commercial,"$16,070",1,z_SUV,no,"$7,056",1,No,3,1,Highly Urban/ Urban
6118,0,0,0,48,0,12,"$212,960",No,"$533,713",Yes,z_F,PhD,Doctor,13,Private,"$28,530",1,Sports Car,no,$0,0,No,0,14,Highly Urban/ Urban
6119,1,3491,0,35,2,,"$66,452",Yes,$0,z_No,M,Bachelors,Manager,39,Private,"$23,100",6,Minivan,yes,$0,0,No,2,9,Highly Urban/ Urban
6122,0,0,0,49,0,14,"$54,639",No,$0,z_No,M,<High School,Clerical,50,Private,"$28,140",1,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
6123,0,0,0,47,0,12,"$62,538",No,"$242,258",z_No,z_F,Masters,Lawyer,21,Private,"$20,530",1,Minivan,no,"$26,544",2,Yes,1,15,Highly Urban/ Urban
6124,1,3749.3295089,1,60,1,,"$35,120",Yes,$0,z_No,M,<High School,Manager,37,Commercial,"$17,700",4,Van,no,$0,0,No,1,5,Highly Urban/ Urban
6125,1,4876,0,46,0,7,"$37,192",No,"$139,612",Yes,M,z_High School,Professional,24,Commercial,"$6,100",6,Pickup,no,$0,0,No,4,1,Highly Urban/ Urban
6127,0,0,0,40,0,10,"$61,758",No,$0,z_No,z_F,Masters,Lawyer,45,Private,"$15,220",1,z_SUV,no,"$28,003",2,Yes,0,20,Highly Urban/ Urban
6128,0,0,0,42,1,0,$0,Yes,"$68,310",z_No,z_F,<High School,Home Maker,64,Private,"$1,500",1,Sports Car,no,$0,0,No,2,6,z_Highly Rural/ Rural
6129,0,0,0,41,0,8,"$104,436",No,"$304,883",Yes,z_F,Bachelors,Manager,5,Commercial,"$26,970",9,Pickup,no,$0,0,No,4,9,Highly Urban/ Urban
6130,1,3674,0,53,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,28,Commercial,"$18,070",7,Pickup,no,"$20,773",3,Yes,0,,Highly Urban/ Urban
6131,0,0,2,45,2,13,"$33,464",No,"$153,488",Yes,M,z_High School,Clerical,18,Private,"$6,000",6,Pickup,yes,"$2,883",1,No,7,1,Highly Urban/ Urban
6132,0,0,0,44,0,15,"$30,242",No,"$160,824",Yes,M,Bachelors,Clerical,40,Private,"$8,920",1,Minivan,no,"$45,823",2,No,5,8,Highly Urban/ Urban
6133,0,0,0,39,0,12,"$33,997",No,"$123,850",Yes,z_F,<High School,z_Blue Collar,8,Private,"$22,520",4,Pickup,no,$0,0,No,0,6,Highly Urban/ Urban
6134,0,0,0,48,0,12,,No,$0,z_No,M,z_High School,Clerical,51,Private,"$12,100",3,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
6135,1,3172,0,58,1,0,$0,Yes,$0,z_No,M,z_High School,Student,51,Private,"$13,140",1,Minivan,yes,"$5,696",4,No,9,1,Highly Urban/ Urban
6136,0,0,0,51,0,7,"$133,425",No,"$361,561",Yes,z_F,PhD,Doctor,22,Private,"$19,940",6,Minivan,no,"$4,434",1,No,0,18,Highly Urban/ Urban
6137,0,0,1,39,2,14,"$30,600",No,"$171,976",Yes,M,<High School,z_Blue Collar,7,Commercial,"$12,760",6,Minivan,yes,$0,0,Yes,3,6,z_Highly Rural/ Rural
6138,0,0,0,64,0,15,"$56,744",No,,Yes,z_F,Masters,Lawyer,35,Private,"$8,810",13,Sports Car,no,$0,0,No,1,1,Highly Urban/ Urban
6139,0,0,0,44,1,7,"$109,254",Yes,$0,z_No,z_F,Bachelors,Professional,5,Private,"$24,150",1,Sports Car,no,$0,0,Yes,1,14,Highly Urban/ Urban
6140,0,0,0,40,0,12,"$31,311",No,"$153,571",z_No,M,z_High School,z_Blue Collar,12,Commercial,"$8,630",1,Minivan,yes,$0,0,No,1,1,z_Highly Rural/ Rural
6141,0,0,0,39,0,9,"$30,394",No,$0,z_No,z_F,Bachelors,Clerical,59,Private,"$8,370",1,z_SUV,no,$0,0,No,1,8,z_Highly Rural/ Rural
6142,1,15018.702533,0,52,0,11,"$41,367",No,"$198,177",Yes,M,z_High School,z_Blue Collar,7,Commercial,"$10,840",1,Pickup,yes,$0,0,No,2,8,Highly Urban/ Urban
6143,0,0,0,58,0,12,"$195,415",No,,Yes,z_F,PhD,Doctor,28,Private,"$26,840",1,Pickup,no,$0,0,No,2,7,Highly Urban/ Urban
6146,0,0,0,44,2,15,"$107,278",No,"$283,673",Yes,z_F,z_High School,z_Blue Collar,35,Commercial,"$28,590",7,Minivan,no,$0,0,No,1,1,Highly Urban/ Urban
6147,0,0,0,48,0,10,"$112,684",No,"$308,937",z_No,M,Masters,Lawyer,38,Private,"$18,060",11,Minivan,yes,$0,0,Yes,1,12,Highly Urban/ Urban
6148,1,6059,0,47,0,14,"$19,527",No,"$134,741",z_No,z_F,z_High School,z_Blue Collar,50,Commercial,"$8,150",1,z_SUV,no,"$23,275",1,Yes,2,1,Highly Urban/ Urban
6149,0,0,0,47,0,10,"$53,564",No,"$195,598",Yes,M,z_High School,z_Blue Collar,29,Commercial,"$15,420",9,Minivan,yes,"$4,608",2,No,0,1,Highly Urban/ Urban
6150,0,0,2,43,3,8,"$60,860",No,"$185,719",Yes,M,Bachelors,z_Blue Collar,40,Commercial,"$18,240",10,Minivan,yes,$0,0,Yes,0,9,Highly Urban/ Urban
6151,1,1519.0838481,0,38,1,9,"$19,122",Yes,$0,z_No,M,z_High School,Professional,40,Commercial,"$5,300",10,Pickup,yes,$0,0,Yes,0,1,Highly Urban/ Urban
6152,0,0,0,69,0,18,"$16,122",No,"$159,132",Yes,z_F,Masters,Manager,71,Private,"$24,500",1,Sports Car,no,"$6,364",3,No,0,19,Highly Urban/ Urban
6154,1,5270,0,27,3,,$0,Yes,$0,z_No,z_F,Bachelors,Student,16,Commercial,"$14,900",7,z_SUV,no,"$33,611",1,Yes,4,8,Highly Urban/ Urban
6155,1,1911,0,49,0,0,$0,No,$0,z_No,z_F,Bachelors,Student,16,Commercial,"$8,820",1,Pickup,no,"$29,572",3,Yes,2,9,Highly Urban/ Urban
6157,0,0,0,38,0,12,"$69,618",No,"$212,888",Yes,z_F,Bachelors,Professional,36,Private,"$7,510",11,z_SUV,no,$0,0,No,0,13,Highly Urban/ Urban
6158,0,0,0,49,0,7,"$28,123",No,"$110,261",Yes,z_F,<High School,Clerical,83,Private,"$7,410",1,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural
6160,0,0,0,52,0,10,"$33,933",No,"$156,362",Yes,M,z_High School,z_Blue Collar,25,Commercial,"$11,630",6,Pickup,yes,"$3,764",2,No,1,6,Highly Urban/ Urban
6161,0,0,0,50,0,12,"$41,656",No,"$165,740",Yes,M,<High School,Clerical,26,Private,"$10,670",17,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural
6163,0,0,0,33,1,7,"$85,030",No,"$290,127",Yes,z_F,Bachelors,Professional,24,Private,"$23,220",4,z_SUV,no,$0,0,No,2,,Highly Urban/ Urban
6164,0,0,0,55,0,13,"$35,594",No,"$166,691",z_No,z_F,Bachelors,Manager,43,Private,"$19,760",3,Pickup,no,"$20,437",3,No,1,7,Highly Urban/ Urban
6165,0,0,0,54,0,12,"$52,722",No,$0,z_No,M,z_High School,Professional,55,Private,"$12,170",6,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
6166,0,0,0,56,0,12,"$184,068",No,$0,z_No,M,PhD,,31,Commercial,"$27,560",10,Panel Truck,no,"$5,224",3,No,2,13,Highly Urban/ Urban
6167,0,0,0,47,0,10,"$42,474",No,"$151,397",Yes,z_F,Masters,Professional,31,Private,"$13,790",17,z_SUV,no,$0,0,No,3,19,Highly Urban/ Urban
6168,0,0,0,53,0,12,"$51,435",No,$0,z_No,M,z_High School,Professional,33,Commercial,"$29,260",10,Panel Truck,yes,"$4,099",1,No,3,1,Highly Urban/ Urban
6169,1,1756,0,33,1,9,"$26,177",Yes,"$113,050",z_No,M,z_High School,z_Blue Collar,33,Commercial,"$6,780",10,Pickup,no,"$3,469",3,No,5,7,Highly Urban/ Urban
6170,1,3128,0,42,1,11,"$44,955",No,"$161,808",Yes,M,Bachelors,Professional,30,Private,"$18,790",13,Minivan,yes,$0,0,No,2,7,Highly Urban/ Urban
6171,0,0,0,49,0,8,"$70,135",No,"$237,554",Yes,z_F,Bachelors,Manager,17,Private,"$8,510",9,z_SUV,no,$0,0,No,4,10,Highly Urban/ Urban
6172,0,0,0,31,1,11,"$17,398",Yes,$0,z_No,z_F,z_High School,Clerical,26,Private,"$8,550",6,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
6173,0,0,0,55,0,7,"$72,085",No,"$230,667",Yes,M,Bachelors,Manager,5,Private,"$20,040",6,Van,yes,$0,0,No,0,1,Highly Urban/ Urban
6174,1,5761,0,47,0,14,"$85,183",No,"$273,069",Yes,z_F,Bachelors,Professional,40,Commercial,"$34,380",7,Van,no,"$6,308",2,No,2,14,Highly Urban/ Urban
6175,1,5386,2,61,2,14,"$36,611",No,"$172,982",Yes,M,z_High School,Clerical,28,Private,"$8,380",7,z_SUV,yes,"$1,139",3,No,1,1,Highly Urban/ Urban
6176,0,0,0,48,0,8,"$113,910",No,$0,z_No,z_F,Masters,Professional,34,Private,"$11,010",7,z_SUV,no,$0,0,Yes,1,15,Highly Urban/ Urban
6177,1,2051,0,30,1,10,"$69,357",No,"$227,852",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$11,440",4,Sports Car,no,$0,0,No,0,8,Highly Urban/ Urban
6178,1,6612,0,61,0,12,"$179,536",No,"$481,375",z_No,M,PhD,Doctor,45,Private,"$7,600",1,z_SUV,no,$0,0,No,0,19,Highly Urban/ Urban
6179,0,0,0,38,0,11,,No,"$428,605",Yes,M,PhD,Manager,49,Private,"$22,280",6,Van,yes,$0,0,No,0,15,Highly Urban/ Urban
6180,0,0,0,47,0,7,"$97,611",No,"$265,828",Yes,z_F,Bachelors,Professional,12,Private,"$15,960",7,z_SUV,no,$808,1,No,0,1,Highly Urban/ Urban
6181,0,0,0,32,3,13,"$54,464",Yes,"$197,379",z_No,z_F,Bachelors,Clerical,34,Private,"$10,150",3,z_SUV,no,"$6,474",3,No,0,7,Highly Urban/ Urban
6182,1,5724,1,43,3,17,"$32,505",No,"$162,586",Yes,z_F,<High School,z_Blue Collar,29,Commercial,"$3,750",6,Sports Car,no,"$6,714",1,No,11,1,Highly Urban/ Urban
6183,0,0,0,43,0,5,$263,No,$0,z_No,M,z_High School,Student,26,Private,"$16,170",3,Minivan,yes,"$42,604",1,No,0,1,Highly Urban/ Urban
6185,0,0,0,50,0,16,"$90,015",No,"$265,405",Yes,z_F,Masters,Professional,49,Private,"$15,500",10,Minivan,no,"$9,082",1,No,0,15,Highly Urban/ Urban
6186,0,0,0,40,2,0,,Yes,$0,z_No,z_F,Bachelors,Student,70,Commercial,"$5,500",4,Sports Car,no,"$8,149",3,No,5,11,z_Highly Rural/ Rural
6187,0,0,0,53,0,12,"$58,108",No,"$236,411",Yes,M,Bachelors,Professional,14,Private,"$6,800",10,Pickup,yes,$0,0,No,0,13,Highly Urban/ Urban
6190,0,0,0,51,0,12,"$81,284",No,"$231,329",Yes,M,Masters,Lawyer,26,Private,"$26,860",1,Minivan,yes,$0,0,No,0,16,Highly Urban/ Urban
6192,0,0,0,53,0,13,"$44,405",No,"$178,233",Yes,z_F,z_High School,Clerical,24,Private,"$11,240",1,Sports Car,no,"$29,959",3,Yes,5,5,Highly Urban/ Urban
6193,0,0,3,37,4,,,No,$0,Yes,z_F,z_High School,Student,41,Commercial,"$24,380",7,z_SUV,no,$0,0,No,1,,z_Highly Rural/ Rural
6194,1,9945,0,61,0,14,"$62,706",No,"$196,195",z_No,z_F,Masters,Lawyer,45,Private,"$13,870",4,Sports Car,no,"$8,081",1,Yes,4,12,Highly Urban/ Urban
6195,0,0,0,36,0,0,$0,No,$0,Yes,M,Bachelors,Home Maker,35,Private,"$1,500",4,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban
6196,1,5381,1,37,2,0,,No,"$64,066",Yes,z_F,z_High School,Home Maker,35,Private,"$5,390",1,z_SUV,no,"$4,650",2,No,4,,Highly Urban/ Urban
6197,1,6076,1,42,2,14,"$34,084",No,"$121,601",Yes,M,<High School,Clerical,38,Private,"$4,910",1,Pickup,no,$0,0,No,1,,Highly Urban/ Urban
6198,1,6914,0,28,3,0,$0,Yes,$0,z_No,M,Bachelors,Student,33,Commercial,"$3,830",1,Minivan,yes,"$4,311",1,No,0,12,Highly Urban/ Urban
6199,0,0,0,41,2,15,"$97,285",No,"$235,369",Yes,M,Bachelors,z_Blue Collar,44,Commercial,"$20,380",6,Van,no,$0,0,No,3,11,z_Highly Rural/ Rural
6200,1,2559,1,45,1,12,"$67,633",No,"$211,342",Yes,z_F,z_High School,z_Blue Collar,29,Private,"$6,000",4,Sports Car,no,"$4,339",3,No,3,10,Highly Urban/ Urban
6201,0,0,0,52,0,11,"$137,357",No,"$327,227",z_No,z_F,Masters,Lawyer,11,Private,"$17,750",10,Minivan,no,$0,0,No,0,18,Highly Urban/ Urban
6202,1,2707,0,51,0,12,,No,"$467,883",z_No,z_F,Bachelors,Professional,29,Commercial,"$44,590",1,Panel Truck,no,"$8,331",2,No,5,9,Highly Urban/ Urban
6203,0,0,2,38,2,6,"$83,053",Yes,$0,z_No,z_F,Bachelors,Manager,29,Private,"$20,120",9,z_SUV,no,"$5,068",2,No,3,7,Highly Urban/ Urban
6204,0,0,0,35,0,9,"$55,424",No,$0,z_No,z_F,<High School,z_Blue Collar,64,Private,"$16,260",4,z_SUV,no,$0,0,No,0,4,Highly Urban/ Urban
6205,0,0,2,44,3,12,"$47,543",No,"$187,957",Yes,M,z_High School,z_Blue Collar,19,Commercial,"$20,380",4,Van,no,"$7,039",1,No,3,1,Highly Urban/ Urban
6206,0,0,0,52,1,11,"$35,681",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,28,Commercial,"$15,210",3,z_SUV,no,$0,0,No,1,6,Highly Urban/ Urban
6207,0,0,0,54,0,16,"$49,268",No,"$209,157",Yes,M,Masters,Lawyer,20,Private,"$20,570",10,Minivan,no,$0,0,No,5,12,Highly Urban/ Urban
6208,0,0,0,37,0,12,"$58,561",No,"$182,367",Yes,M,Masters,Lawyer,15,Private,"$5,590",7,Minivan,yes,"$2,942",3,No,3,20,Highly Urban/ Urban
6209,1,4037,0,61,0,14,"$59,690",No,"$232,227",Yes,z_F,PhD,Lawyer,44,Private,"$13,570",10,Sports Car,no,$0,0,No,0,14,Highly Urban/ Urban
6210,0,0,0,54,0,15,"$103,598",No,"$308,889",Yes,z_F,Masters,Manager,16,Private,"$34,170",7,Pickup,no,$0,0,No,2,21,Highly Urban/ Urban
6212,0,0,0,51,0,7,"$63,265",No,$0,z_No,M,z_High School,z_Blue Collar,37,Private,"$17,890",10,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural
6213,1,5216.1441799,0,39,0,9,"$54,960",No,"$215,876",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$10,450",4,Pickup,no,$0,0,No,2,5,Highly Urban/ Urban
6214,0,0,0,49,0,11,,No,"$365,908",Yes,z_F,Masters,Manager,26,Private,"$10,150",17,z_SUV,no,$0,0,No,0,20,Highly Urban/ Urban
6215,0,0,0,49,0,11,"$60,079",No,"$194,764",Yes,z_F,Bachelors,Manager,33,Private,"$17,310",6,Minivan,no,$0,0,No,3,5,Highly Urban/ Urban
