,Unnamed: 0,DSI_Title,Text,Cluster
58,58,Veselnitskaya-Charged-Kremlin.docx,"Natalia V. Veselnitskaya, the Russian lawyer who in 2016 met with Trump campaign officials in Trump Tower, was charged on Tuesday in a separate case that showed her close ties to the Kremlin.

Ms. Veselnitskaya, a pivotal figure in the investigation into Russian interference in the presidential election, was charged by federal prosecutors in Manhattan with seeking to thwart an earlier investigation into money laundering that involved an influential Russian businessman and his investment firm.

The money-laundering case was not directly related to the Trump Tower meeting. But a federal indictment returned in Manhattan seemed to confirm that Ms. Veselnitskaya had deep ties to senior Russian government officials and rekindled questions about whether the Kremlin tried to use her as an intermediary to Donald J. Trump’s campaign.

The Justice Department asked the Russian government to assist its investigation, but the Russians refused, responding with a document that purported to exonerate Russian officials and Prevezon, according to the indictment.

The indictment said Ms. Veselnitskaya secretly cooperated with a senior Russian prosecutor in drafting the document, which was later filed in federal court in Manhattan. She is charged with one count of obstruction of justice.

Ms. Veselnitskaya, 43, is believed to be in Russia, according to the United States attorney’s office for the Southern District of New York, which moved to unseal the indictment on Tuesday. The office gave no indication that it expected her to be sent to Manhattan to face charges.

The new indictment again raised questions about whom Ms. Veselnitskaya was representing when she met with Donald Trump Jr., Jared Kushner, Paul Manafort and others at Trump Tower in Manhattan.

That meeting is one focus of the investigation by the special counsel, Robert S. Mueller III, into whether the Trump campaign coordinated with Russia’s covert operation to sway the presidential race. It was organized after an intermediary promised that Ms. Veselnitskaya would deliver documents that would incriminate Hillary Clinton.

Last April, Ms. Veselnitskaya acknowledged in an interview with NBC News that she was not merely a private lawyer, but a source of information for the Russian prosecutor general, Yuri Y. Chaika. Now, prosecutors in Manhattan say she collaborated clandestinely with that office to write an official letter that benefited Prevezon. For years, Ms. Veselnitskaya has been regarded as a trusted insider and go-to lawyer for the Moscow regional government.

Ms. Veselnitskaya has maintained that she was acting in a private capacity when she visited Trump Tower in June 2016, shortly after Mr. Trump clinched the Republican nomination. 

Her claim has been undercut by revelations that the meeting was organized because campaign officials had been told she could offer damaging information about Ms. Clinton from the Russian government. In addition, her memo on talking points for the meeting closely matched a memo Mr. Chaika’s office had prepared for an American member of Congress, incorporating some passages verbatim.

The indictment unsealed on Tuesday could further undermine Ms. Veselnitskaya’s story, alleging that a year before the Trump Tower get-together she worked hand in glove with Russian officials to derail the money-laundering case.",2
48,48,RLS_Doc1_Iran warns Trump over short war illusion as allies push him to keep the nuclear deal alive.docx,"President Trump arrived in Japan for a G-20 summit that will see him pressured by European allies to put the brakes on a dangerous standoff with Iran. Mr. Trump confounded the other parties to the 2015 Iran nuclear deal last year when he pulled the U.S. unilaterally out of the agreement.

Tensions between Iran and the U.S. has risen since President Trump withdrew the U.S. from the deal and hit the Islamic Republic with harsh economic sanctions. One week ago, Mr. Trump stopped American warplanes from attacking Iranian targets for the shoot-down of a U.S. spy drone.

Iran had said that if European parties failed to put in place a mechanism by Thursday for them to work around the U.S. sanctions, it would exceed the nuclear deal's limit on its stockpiles of low-enriched uranium.

Will the nuke deal blow up?

Tehran has also set a deadline of July 7, when it stated it could breach a nuclear deal restriction on the level of purity of uranium it has enriched. That would dramatically shorten the time required to ""break out"" from a civilian nuclear program and build a nuclear weapon.

Pressure on the U.S.

Other parties to the nuclear agreement have called repeatedly for Iran not to abandon its agreements. Trump has long derided the agreement as too generous to Iran.

""I want to convince Trump that it is in his interest to re-open a negotiation process and go back on certain sanctions to give negotiations a chance,"" French President Emmanuel Macron said.

The U.S. leader will likely hear a similar message from the leaders of Germany and Britain. Military chiefs from those nations delivered the same message to Acting U.S. Secretary of Defense Mark Esper. Esper told NATO allies the U.S. is not seeking a war, but reiterated the need to prevent Iran gaining a nuclear weapons capability and its support for militant groups across the Mideast.

Germany, France and other allies stressed that, in Europe's view, the agreement is the only viable way to keep Iran from developing that capacity without bloodshed, and said the deal should not be jeopardized.

The risk of war

Mr. Trump has drawn a red line under Iran obtaining nuclear weapons. If it comes to conflict, the Europeans, Russia and China, will be forced to take sides or to try and stand awkwardly on the sidelines.

Mr. Trump has warned that any war with Iran would see the ""obliteration"" of the country. He has also said a conflict with the Islamic Republic would be over quickly.

But a U.S. attack on Iran could draw a multi-pronged response: Iran has an extensive arsenal of conventional missiles and rockets, and it backs well-armed militant groups in Lebanon, Syria, Iraq, and Yemen. It could choose to employ any or all of those resources to target not just U.S. personnel in the region, but also close allies like Israel and Saudi Arabia.

Iran's Foreign Minister sent a tweet on Thursday, meanwhile, warning that ""misconceptions endanger peace."" He called any hope that a war with his country might be brief, ""an illusion.",2
9,9,Trumps_ever-shifting_shutdown_Blame_Game.docx,"First, President Donald Trump said he would take responsibility for any potential government shutdown. Later, as the partial shutdown got underway, it was top Senate Democrat Chuck Schumer's fault. Then Trump placed the blame on top House Democrat and now House Speaker Nancy Pelosi.

Now? It's the fault of all the Democrats running to replace him in 2020.

Thirteen days in, the President and Democrats remain at odds over funding for a US-Mexico border wall, which has stymied negotiations on passing the funding broader measures needed to reopen the government.

Trump initially said he would ""take the mantle"" of blame for a shutdown due to border security disagreements, but ahead of Democrats' takeover of the House of R epresentatives on Thursday, he's sought to shift the blame onto the Democrats' future political ambitions.

""The Shutdown is only because of the 2020 Presidential Election,"" Trump tweeted Thursday. ""The Democrats know they can't win based on all of the achievements of 'Trump,' so they are going all out on the desperately needed Wall and Border Security - and Presidential Harassment. For them, strictly politics!""

Here's a rundown of the shifting list of who Trump says to blame for the shutdown:

In the now-infamous December 11, post-midterm-election Oval Office meeting with Pelosi and Schumer, Trump invited in news cameras and then insisted he would be ""proud"" to shut down the government over border security and wall funding.

""I'll tell you what, I am proud to shut down the government for border security, Chuck,"" Trump said ""So I will take the mantle. I will be the one to shut it down. I'm not going to blame you for it.""

But on Thursday, top White House adviser Kellyanne Conway said Trump won't own it anymore.

Asked if Trump regrets saying he'd take ownership of the shutdown, Conway said: ""He doesn't own the shutdown any longer.""

""The (Republican-led) House passed a $5.6 billion border security funding ... and now the Senate has to do its job."" Conway said, referencing a short-term spending bill on border security that House Republicans passed during the previous Congress but was never voted on by the Senate.  By December 30, about a week into the partial shutdown, Trump sought to blame Schumer.

""Great work by my Administration over the holidays to save Coast Guard pay during this #SchumerShutdown. No thanks to the Democrats who left town and are not concerned about the safety and security of Americans!"" Trump tweeted.

Trump's tweet apparently tries to refute Schumer and Pelosi's Oval Office reference to a potential shutdown as a ""Trump shutdown"" by labeling it a ""#SchumerShutdown.""

At that time, Republicans still controlled the House, but in order to reopen the government, Senate Democratic votes were needed -- making it, in Trump's mind, a Schumer shutdown.

More recently, White House officials moved to point fingers at Pelosi for the shutdown, suggesting she had to protect her chances of winning the House speakership by opposing the wall to appease liberals in her base.

That logic flies in the face of Pelosi's staunch opposition to the increase in border funding.",3
28,28,A Republican senator close to President Donald Trump on Sunday backed a temporary re.docx,"A Republican senator close to President Donald Trump on Sunday backed a temporary re-opening of the federal government, in the 23rd day of the longest shutdown ever, to allow for talks on a spending agreement that could satisfy Trump’s border security demands.



Democrats in Congress rejected Trump’s request that legislation to fund the government include $5.7 billion of taxpayer money for a wall on the U.S. border with Mexico. They have refused further negotiations until the government is reopened after being partially shut down since Dec. 22. 



Lindsey Graham, chairman of the Senate Judiciary Committee, said he urged the president on Sunday to reopen the government for a limited period to try to get talks going again. 



If no progress is made, he said, then Trump should declare a national emergency as a way to get money to build his wall, a plan not popular with some fellow Republicans.



“Before he pulls the plug on the legislative option, and I think we are almost there, I would urge them to open up the government for a short period of time, like three weeks, before he pulls the plug (to) see if we can get a deal,” Graham said on “Fox News Sunday.” 



He said Trump told him, “Let’s make a deal, then open up the government.” 

The record shutdown has furloughed 800,000 federal employees and cut government services across the United States. They missed their first paychecks on Friday, heightening concerns about mounting financial pressures on employees, including air traffic controllers and airport security officials who are working without pay. 



Trump continued to blame Democrats for the impasse. “I’m in the White House, waiting. The Democrats are everywhere but Washington as people await their pay. They are having fun and not even talking!” Trump said Sunday on Twitter. 

Drew Hammill, deputy chief of staff for Democratic House Speaker Nancy Pelosi, responded on Twitter that, “Speaker Pelosi has been in DC all weekend working from the Capitol.” 



In a meeting last month with Pelosi and top Senate Democrat Chuck Schumer, Trump said he would be “proud” to shut down the government over wall funding. Recent polls show most Americans think the president is to blame.

Jennifer Lawless, a politics professor at the University of Virginia, said she believes Trump and Republicans will lose the game of chicken as furloughed workers, airport travelers, tourists and others “experience the consequences of political dysfunction firsthand.” 



“The shutdown is real. The wall is hypothetical. And at some point soon, the Republicans are going to remember that it’s real people in their districts who aren’t getting paid, real people who aren’t able to access government services, and real people who vote,” she said. 



A concourse at Miami International Airport was shut down for part of the weekend because not enough Transportation Security Administration agents were present to staff all of the airport’s the security checkpoints.



The airport said it would reopen the concourse on Monday and “continue to monitor checkpoint staffing levels and make adjustments as necessary.” 

Working without pay, TSA employees have been calling in sick in increasing numbers since the shutdown began.",3
41,41,Trump-walks-out.docx,"President Donald Trump has walked out of a meeting with Democratic leaders as negotiations broke down on the 19th day of a partial US government shutdown.

Nancy Pelosi and Chuck Schumer stuck by their refusal to fund his US-Mexico border wall, prompting Mr Trump to call the meeting ""a total waste of time"".

Democrats again accused the president of throwing a ""temper tantrum"".

The first payday since the shutdown began is due on Friday for 800,000 federal workers, who will go unpaid.

Mr Trump has demanded $5.7bn to build a steel barrier, which would deliver on a key campaign pledge. But Democrats - who control the House of Representatives - have refused to back the funding.

How did the meeting go?

It was certainly brief, at only 14 minutes.

Mr Trump posed a direct question to House Speaker Nancy Pelosi about whether she would fund the wall. His tweet following the meeting reflected the outcome of that - he said ""bye-bye"" and left.

Mr Schumer, the top Democrat in the Senate, confirmed the exchange, saying: ""He [Mr Trump] asked Speaker Pelosi, 'Will you agree to my wall?' She said No. 

""And he just got up and said, 'Then we have nothing to discuss,' and he just walked out. Again, we saw a temper tantrum because he couldn't get his way.""

Mr Schumer reportedly asked Mr Trump: ""You are using people as leverage; why won't you open the government and stop hurting people?""

A White House official told the New York Times Mr Trump had said: ""I am trying to do the right thing for the country. This isn't about politics.""

Mr Schumer also said Mr Trump had ""slammed the table"" - prompting an angry response from the president denying it and insisting he had been polite.

Kevin McCarthy, Republican leader in the House of Representatives, said he found the Democrats' behaviour ""embarrassing"".

On Tuesday, Mr Trump delivered his first televised Oval Office address to the nation, where he described the border as a humanitarian and security crisis. The Democrats called the president's claims a fake threat.

How is the shutdown progressing?

This shutdown, which began on 22 December, has affected 25% of the government and some 800,000 federal employees. About 350,000 of them are furloughed, the rest are continuing to work without pay.

After past shutdowns, workers have generally been refunded with back pay, although that does not apply to those working for third-party contractors. The refunds are also not automatic - Congress must approve the measure.

Some affected federal workers who spoke to the BBC said they had resorted to a number of measures, including taking other jobs, racking up credit card bills, tapping into savings or taking on loans at high interest rates to pay their bills.

Thousands have also applied for unemployment benefits.

The Office of Personnel Management, which oversees federal workers, has urged them to reach out to creditors and landlords for a deferral or reduction of payments.

This weekend the shutdown will become the longest in US history.",3
40,40,Trump Approval Rating With Base Drops Amid Shutdown.docx,"It’s day 27 of the government shutdown, and a new NPR/PBS Newshour/Marist poll suggests that Trump’s base is losing faith. Over the last month, Trump’s approval rating has dropped to 39 percent overall, a trend driven by losses in demographics where he is typically strong. Forty-two percent of white suburban men say they approve of the president’s performance, down from 51 percent in December. White men without college degrees have always been more likely to support Trump, but the president’s approval rating declined by six points among this group. Even white Evangelicals, typically Trump’s most fervent supporters, are beginning to break away from him. Seventy-three percent approved of Trump in December, but 66 percent said the same in January — and only 58 percent said they would “definitely” vote for him again in 2020. In 2016, recall, Trump won 81 percent of the white Evangelical vote.

These attitudes may change as primary season moves forward. Trump remains vitriolically anti-immigration, and xenophobia is attractive to his base. Even so, Trump has a lot of ground to recover before he can feel secure about the fate of his reelection campaign. That his numbers dropped so precipitously over the course of one month suggests the shutdown is a contributing factor (though, of course, correlation is not causation). Lee Miringoff, director of the Marist Institute for Public Opinion, told NPR that he didn’t know if the numbers are “temporary — tied to the government shutdown — or a broader problem the president is having.”

We do know, however, that little else about the first two years of Trump’s presidency has dismayed his base. The separation of migrant children from their parents, his border-wall obsession, revelations from the Mueller investigation — it was all fine, even better than fine, to his most dogged supporters. But the president ran on his business prowess. His anti-immigrant prejudice gilded promises of jobs and prosperity (at least, for a deserving few). White Evangelicals, for example, didn’t all support Trump because they prioritized ideological control of the U.S. Supreme Court. One 2016 poll from Lifeway Research, a Christian firm, established a demarcation between the views of white Evangelical clergy from those of their parishioners. While both groups backed Trump, clergy were much more likely to say that their votes were motivated by the prospect of conservative Supreme Court nominees. Non-clergy prioritized both the economy and national security over either the Supreme Court and abortion.

Unemployment is currently low, but in other respects, the Trump presidency has been economically disastrous for workers. The government shutdown has now cost the average federal worker $5,000 in pay since it began, according to one analysis by the New York Times. Some federal workers and subcontractors are rationing insulin and crowdfunding their mortgages. The U.S. Coast Guard is serving without pay, too. And shutdowns don’t affect the federal workforce in isolation. The owners of one Wichita, Kansas, cafe told the HuffPost that many of their customers are federal workers, and the furlough has drastically reduced their clientele.",3
44,44,The US government shutdown is now the longest such closure in history.docx,"The US government shutdown is now the longest such closure in history. On Sunday, day 23, members of Congress were out of Washington, Donald Trump was unmoved in the White House, his border wall unbuilt, and around 800,000 federal workers were still without pay and facing mounting hardship.



From a White House he described as empty, Trump complained on Twitter about multiple reports in the press that his administration is in chaos, lacking a plan to end the impasse.



“I do have a plan on the Shutdown,” Trump wrote. “But to understand that plan you would have to understand the fact that I won the election, and I promised safety and security for the American people. Part of that promise was a Wall at the Southern Border. Elections have consequences!”



Trump added: “We will be out for a long time unless the Democrats come back from their ‘vacations’ and get back to work. I am in the White House ready to sign!”



Trump has however repeatedly pledged to veto legislation initially supported by both parties to reopen the government, without funding for his wall.



Friday was the first payday of the year for federal workers and contractors affected by the closure, some at home, some forced to work. Some paychecks turned up blank. Contractors may not recoup lost earnings. As callouts rose among workers deemed essential, so did problems for government programmes, for courts, national parks and vital transport and infrastructure services including major airports.



Even White House staffing is severely affected, prompting Trump to complain in a tweet: “There’s almost nobody in the WH but me.”



On Saturday the shutdown passed the 21-day mark set when Bill Clinton faced a Republican Congress in 1995 and 1996. Nine of 15 cabinet-level departments were not funded. Earlier, Trump backed away from threats to declare a national emergency and build the wall with money appropriated from military, water management and disaster management funds, among other sources.

“We want Congress to do its job,” the president said in a discussion on border security at the White House. “What we’re not looking to do right now is national emergency.”



Nonetheless, Trump insisted he had the right to declare an emergency if he chose to, and continued to insist there was a crisis at the border.



“Other presidents have called national emergencies for lesser importance than this,” he told Fox News in an interview on Saturday night.



Democrats reject Trump’s insistence there is a crisis and continue to prepare a response to an emergency declaration that would involve recourse to the courts.



The impasse is over the $5.7bn needed for a wall on the border with Mexico that Trump promised on the campaign trail, saying Mexico would pay for it. Democrats who control the House are determined not to give it to him, whether or not – and most analysts say not – he is correct that savings from a new trade deal will mean Mexico pays after all.



The White House has suggested building the wall with steel rather than concrete as a key concession.",3
5,5,Shutdown2.docx,"The Trump administration on Tuesday said it has called back tens of thousands of federal workers to fulfill key government tasks, including disbursing tax refunds, overseeing flight safety and inspecting the nation’s food and drug supply, as it seeks to blunt the impact of the longest government shutdown in U.S. history.

The nearly 50,000 furloughed federal employees are being brought back to work without pay — part of a group of about 800,000 federal workers who are not receiving paychecks during the shutdown, which is affecting dozens of federal agencies large and small. A federal judge on Tuesday rejected a bid by unions representing air traffic controllers and other federal workers to force the government to pay them if they are required to work.

The efforts by the Trump administration to keep the government operating during the partial shutdown came as the White House and Congress made no progress toward resolving their underlying dispute.

President Trump extended an unusual lunch invitation to a handful of rank-and-file House Democrats in an attempt to woo them and create a divide within the Democratic camp over the shutdown. But the lawmakers rebuffed the outreach as Democratic leaders voiced concerns the meeting would prove little more than a photo opportunity bolstering Trump.

With Democrats in the House pushing forward with bills to reopen the government, Trump seesawing from one strategy to another to win funding for his border wall and Senate Majority Leader Mitch McConnell (R-Ky.) largely sitting out the battle, there appeared to be no path toward opening the government as the partial shutdown ground through its 25th day.

The differing developments left a discordant image of Washington. As political leaders were paralyzed over a way to end the impasse, the federal government itself was looking for ways to show flexibility in determining who can and cannot work.

The president struck a defiant tone in a call Tuesday afternoon with supporters, according to audio of the call obtained by The Washington Post, urging them to call Democrats and voice support for the border wall and pledging, “We’re going to win.”

 

“They’re not being paid right now because of the Democrats,” Trump said of the federal workforce.

“People are impressed with how well government is working with the circumstances we’re under,” the president added.

But lawmakers from both parties were getting increasingly anxious for the shutdown to be over, even as an endgame looked as remote as ever.

The contours of the standoff have not changed since the shutdown began Dec. 22, with Trump repeating his demands for $5.7 billion to build more than 200 new miles of walls along the U.S.-Mexico border and Democrats refusing to budge from offering $1.3 billion to extend existing funding levels for border barriers and fencing.

Democrats are calling on Trump to reopen the portions of the government that have nothing to do with the wall before they negotiate with him on that issue. Trump has refused, but increasing numbers of Republicans have been issuing calls for Trump to reopen the government, even if just on a short-term basis as negotiations continue.",3
0,0,Shutdown-Unity.docx,"President Donald Trump said Republicans ""are totally unified"" behind his border wall fight.

The president met with the Senate GOP caucus as a few senators have started to break with their party in Trump's immigration battle. Trump and senators emerged preaching consensus, which does not bode well for the shutdown ending anytime soon as Democrats hold firm on their pledge not to fund the proposed barrier.

""We're all behind the president. We think this border security issue is extremely important to the country,"" Senate Majority Leader Mitch McConnell told reporters after the meeting.

No deal to reopen nine federal departments appeared to take shape. As the stalemate continues, Trump is set to meet with bipartisan congressional leaders including House Speaker Nancy Pelosi and Senate Minority Leader Chuck Schumer.

The Democratic-held House has passed legislation to fund the government without money for the proposed wall. McConnell has said the Republican-controlled Senate will not take up the measures because Trump opposes them.

One House-passed proposal would fund all remaining departments other than Homeland Security through Sept. 30. A separate bill would reopen DHS through Feb. 8, giving lawmakers time to reach an agreement on border security while allowing workers at other departments to get paid.

Republicans have started to support funding the agencies except Homeland Security, leading to questions about whether pressure on McConnell and Trump will grow. 

Murkowski told reporters that she urged Trump to take her position on government funding during the Senate GOP meeting. Trump responded by saying senators should stay unified, Murkowski said.

Trump has said the shutdown could last for ""months or even years"" if he does not secure money for the wall. 

As the shutdown dragged on Wednesday, Democrats aimed to highlight the federal workers who could soon miss paychecks because of the spat. Standing with furloughed federal workers at the Capitol, Pelosi said the president ""has chosen a wall over workers.""

Their message contrasted with rhetoric from Trump, who described the U.S.-Mexico border as a ""humanitarian crisis"" and used grisly tales to call for an immigration crackdown during a televised Oval Office address Tuesday night.

Trump has downplayed the shutdown's effect on government employees. At the White House on Wednesday, he said the workers ""are terrific patriots and a lot of them agree with what I'm doing.""

""So many of those people are saying, 'It's so hard for me, it's very hard for my family, but Mr. President, you're doing the right thing,'"" Trump claimed.

A top union representative who spoke at the event with Pelosi and Schumer on Wednesday disagreed. U.S. employees are ""absolutely, completely and without reservation opposed to this government shutdown lockout,"" said J. David Cox, national president of the American Federation of Government Employees.

Trump teased the possibility of declaring a national emergency at the border to build the wall — which he ultimately did not do during his remarks Tuesday. The president said Wednesday that the ""threshold"" for him taking that step is failure to reach a border security deal with lawmakers.",3
35,35,Government Shutdown Unemployment Claims.docx,"'Whatever It Takes': Government Workers Apply For Unemployment As Shutdown Drags On

LISTEN

PATRICK MADDEN, January 13, 20197:43 AM ET

Long-time federal contractor John Woodson arrived at an unemployment office in Washington, D.C. early Thursday morning. 

""We should still be at work right now,"" said Woodson. ""Politicians should handle this — don't put this on the citizens. You're hurting us.""Even if Woodson can get unemployment, which pays up to $425 a week in D.C., he says it won't be enough to care for his family.

Federal workers and contractors are now missing paychecks for the first time since the partial government shutdown began on December 22. That's causing some of these workers to do what once seemed unthinkable — apply for unemployment.

""The reason that I chose a public sector job was the stability of the whole thing,"" said Steve, a federal employee who also showed up to a D.C. unemployment office. 

Steve said he left a higher-paying job in the private sector to work for the government. ""The real benefit was a job that I felt appreciated at — a job that had stability,"" said Steve. ""And right now, I feel unappreciated and unstable,"" he said.

Officials in D.C. and Maryland say at least 7,000 unemployment claims have been filed by federal government workers and contractors since the shutdown began. In all, some 800,000 employees have been affected by the shutdown. An estimated 420,000 are working without pay, according to the Senate Appropriations Committee. Another 380,000 are at home on furlough.

""This is the first time in my working life I am going to have to go to my creditors and say 'I don't know how to pay you.' And it's embarrassing,"" said Michelle, a long-time federal employee who didn't want to give her full name because she's worried about potential repercussions.

""I show up to work. I do a good job. I'm doing everything a responsible adult is supposed to do,"" said Michelle. ""All of a sudden, it's all blown up and I don't know what else to do.""

According to the federal government, the shutdown will cost at least $50 million a day in lost wages and productivity.

But there are hidden costs, too, that go beyond money, said Randy Erwin, president of the National Federation of Federal Employees.

""Who in [the] world is going to want to work for the federal government when [workers] are disrespected ... when people are not able to fill prescriptions, bouncing checks [and] ruining their credit?"" said Erwin, whose union represents 100,000 federal workers.

The details surrounding who is — and isn't — eligible for unemployment can get complicated.

Federal employees who've been furloughed can apply for unemployment benefits; workers who've been deemed ""essential"" and are working without pay are not eligible for unemployment.

And federal employees who do receive unemployment benefits will have to reimburse the government if Congress votes to give employees backpay — which typically happens when the government re-opens.

Federal contractors don't get backpay from the government.

The U.S. Office of Personnel Management has issued guidance for furloughed workers on what to do during a shutdown.",3
38,38,Government Shutdown Across America.docx,"Government Shutdown Across  America By Alan Blinder, Jan. 13, 2019

From the start, it has seemed like the federal government shutdown with no end in sight. More than three weeks later, with Washington still gridlocked over President Trump’s demand for a wall along the southwestern border, that is still true.

But the sharpest effects of the longest shutdown in the nation’s 242-year history are only beginning to emerge across the country. In many parts of the United States, the shutdown has underscored how deeply the federal government is connected to everyday life.

About 800,000 federal workers are going without pay — and a growing number of them, are filing for unemployment benefits. Thousands more federal contractors will most likely not be able to recoup their missed paychecks. Restaurants and shops near major federal offices, have emptied out.



So have laboratories run by NASA and the Smithsonian Institution’s museums along the National Mall. Food inspections have become fewer, as have many checks by the Environmental Protection Agency. Travelers have complained that airport security lines, have come to a crawl. Trash has piled up at National Park Service sites, or at least those that are still open.

Native American tribes have missed out on millions of dollars in federal funding for basic services, farmers have been squeezed by issues with loans and payments, and states have written checks to keep some services and properties, like the Statue of Liberty, running normally. The federal courts have hung on so far, with a goal of saving enough money to run as they ordinarily do through Jan. 18.

Congress recently approved a proposal that promised back pay for federal workers affected by the shutdown. But their checks will come only once Washington reaches a deal. Until then, the consequences will mount from coast to coast.



Border protection: Customs and Border Protection agents, who are working without pay, deported individuals as others waited to cross into the United States on the McAllen-Hidalgo International Bridge in Texas.



Food safety: Meat and poultry inspections have continued by the Department of Agriculture. But foods such as produce, processed cheese and cereals may not be inspected as often as the Food and Drug Administration deals with a reduced inspection workforce.



Homeland Security: A Coast Guard boat responded after the Mary B II, a commercial fishing vessel, capsized off the coast of Newport, Ore.



T.S.A.: Transportation Security Administration screeners at Ronald Reagan National Airport in Washington will be paid once the shutdown ends, but many say they are struggling to pay bills in the meantime.



Farmers: Despite the loss of crucial loans, payments and other services, threatening their livelihoods, many farmers, including David Nunnery, 59, of Pike County, Miss., have stayed loyal to Mr. Trump and his demand for $5.7 billion for a border wall. “I may lose the farm, but I strongly feel we need some border security,” Mr. Nunnery said.



Presidential protection: Secret Service agents, including those who protect President Trump, are working without pay, according to an official at the agency.



National parks: Visitors to Yosemite National Park arrived below Bridalveil Fall, where a consortium of private businesses, civic groups and concessionaires banded together and placed portable toilets after the regular bathrooms were locked because of the shutdown.",3
43,43,Elusive Wall-for-DACA Deal Could Be Key to Ending Government Shutdown.docx,"There’s a lot of political posturing we will still have to go through before an end to the partial government shutdown can occur. Most fundamentally, President Trump must be sure he has put out the fire on his right flank that roared into view when it looked like he was going to back off on a border-wall-funding demand in exchange for signing an appropriations bill. That means something that he can construe as a concession on the wall must be wrung from Democratic congressional leaders who are publicly adamant about denying him exactly that. Democrats certainly won’t make any moves away from that position until the House has passed Nancy Pelosi’s bill, which extends Homeland Security funding into next month without wall funding and releases the rest of the federal government from the whole dispute.

A DACA-for-Wall deal has been on (or near) the table during immigration talks for well over a year. It probably came closest to fruition in February of 2018, when a bipartisan group of senators devised a proposal — but the White House shot it down, as CNN reported at the time:

A much-anticipated bipartisan deal that would have paired a pathway to citizenship for nearly 2 million undocumented immigrants who came to the US as children with $25 billion in border security and some other measures failed to get the 60 votes necessary to advance legislation after furious White House opposition …



The episode, coming at the end of a much-anticipated Senate week of debate on immigration, revealed that the White House was able to kill momentum for a deal that had emerged out of weeks of talks by roughly 20 bipartisan senators – but that it also had no ability to enact any legislation to achieve its stated goal of protecting the recipients of the Deferred Action for Childhood Arrivals program, which President Donald Trump is ending, and increasing border security measures along with it.



One problem is that a straightforward DACA-for-Wall deal has been considerably complicated by Trump adviser Stephen Miller’s obsession with securing restrictions on legal immigration as a condition for any Dreamer relief. Indeed, the February 2018 bipartisan proposal had some provisions reflecting administration demands for reductions in “lottery” visas and family-based immigration sponsorships. But the White House kept moving the goalposts, and now it seems hell-bent on restrictions on refugees as well as on other immigrants who seek legally provided entry.

Republican Sen. Lindsey Graham of South Carolina urged the White House and Democrats to consider supporting what he called a “breakthrough” compromise on immigration that would allow President Trump to secure his $5 billion demand for border security funds and also codify protections for Deferred Action for Childhood Arrivals (DACA) and Temporary Protected Status (TPS) holders. 



It’s clear, however, that congressional Democrats aren’t going to start making positive noises about such a deal until such time as Trump embraces it, given his long history of flip-flopping on DACA in particular. And they may also decide that Graham’s temporary DACA extension is no substitute for the path to citizenship for Dreamers that Trump — in principle, at least — has intermittently supported.",3
31,31,Trump_Has_Lost_Ground_In_The_Shutdown_Blame_Game.docx,"President Trump again blamed Democrats for the partial government shutdown on Tuesday night, this time in his first primetime national address, saying their unwillingness to approve funds for a border wall had left him no choice but to continue to keep the government shuttered.
Look at the polling data, and you can see why Trump (or his advisers) thought a high-profile move like a national address was needed. We’re currently on Day 19 of the shutdown, but Trump’s efforts to pin the blame on Democrats aren’t working, according to three pollsters who have conducted at least two polls in the two and a half weeks since the government first closed. Rather, polls show that Americans are increasingly blaming Trump.


Polls conducted in the first few days of the shutdown showed that between 43 percent and 47 percent of Americans blamed Trump most for the shutdown, while about a third blamed congressional Democrats. Polling data had been pretty scarce thereafter, but this week a handful of new polls gave us an updated view of who Americans think is responsible. (We’re looking only at data from pollsters who have conducted two surveys since the shutdown started — one just after it began and one after the new year. This makes for nice apples-to-apples comparisons.)

The two YouGov polls found a 4-point increase in those blaming Trump. There was a 4-point increase among registered voters who most blamed Trump in the two Morning Consult polls. And surveys from Reuters/Ipsosalso found a 4-point increase.



As for where Democrats stand in the blame-game, Morning Consult found a 2-point increase in those who blame them the most between their two polls, while Ipsos/Reuters found a 1-point drop and YouGov found a 3-point drop.

Those aren’t huge shifts, but remember that the shutdown began with most Americans blaming Trump — that view is held among a near-majority now, on average.


Still, when it comes to how each group is handling the shutdown, congressional Republicans actually fare the worst. In the most recent HuffPost/YouGov poll, for example — conducted Jan. 4-7 — more Americans disapproved of Trump’s handling of the shutdown (52 percent) than they did of the way Democrats were handling it (46 percent), but 56 percent of Americans expressed disapproval of the congressional GOP’s performance.


There is some good news for Trump. His base seems to largely blame Democrats for the current situation. Seventy-three percent of those who voted for him in 2016 say Democrats are mostly to blame in the shutdown, according to the most recent Morning Consult poll. 

Eighty-three percent of Trump voters blamed Democrats in the most recent YouGov poll.2 And however the blame shakes out for this shutdown, government shutdowns historically have not had lasting political repercussions, so Trump may weather this latest political maelstrom just fine.
That said, for now the shutdown appears to be hurting Trump. His job approval rating has edged down in the past three weeks — a trend that lines up almost perfectly on the calendar with the shutdown.",3
