INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP
874,84,1464,246,54,118,528,641,31,26,,1540,124,555,674,109,187
875,101,1603,253,56,162,675,601,56,46,,1675,169,705,628,119,191
876,94,1429,204,61,118,632,562,46,42,,1503,124,665,591,108,202
877,97,1491,234,48,173,729,656,42,36,,1568,182,767,690,136,158
878,98,1416,219,37,147,637,665,55,37,,1490,155,670,700,141,159
880,97,1500,211,31,168,641,718,35,31,,1578,177,674,755,133,207
881,117,1439,198,41,164,670,703,32,35,,1514,173,705,740,135,156
882,98,1394,205,33,156,761,752,29,25,,1466,164,801,791,114,160
883,93,1321,209,24,161,716,804,42,34,,1390,169,753,846,136,137
884,80,1381,211,28,148,626,832,42,50,,1462,157,663,881,156,163
885,82,1419,222,33,170,523,867,53,52,,1502,180,554,918,161,181
886,94,1462,227,26,176,455,758,35,38,,1538,185,479,797,134,145
888,78,1502,259,39,151,495,724,34,11,,1511,152,498,728,140,143
889,80,1341,202,22,180,502,939,35,16,,1341,180,502,939,139,168
890,79,1314,214,29,169,469,1102,59,36,,1314,169,469,1102,143,129
891,79,1386,208,22,164,500,1063,79,51,,1386,164,500,1063,118,149
893,81,1300,156,25,155,450,914,53,41,,1300,155,450,914,138,132
894,75,1282,213,35,131,413,984,53,65,,1282,131,413,984,115,138
895,87,1274,211,36,75,430,863,116,61,,1282,75,433,868,127,131
896,62,1280,174,24,120,538,912,86,37,,1288,121,541,918,143,154
897,76,1358,197,23,183,503,909,25,36,,1358,183,503,909,133,168
898,60,1303,200,20,109,467,868,57,37,,1303,109,467,868,116,159
899,75,1267,194,19,95,436,791,51,55,,1316,99,453,821,115,163
900,71,1429,205,29,158,471,793,60,68,,1429,158,471,793,138,174
901,77,1395,201,19,131,432,756,79,68,,1395,131,432,756,143,157
902,80,1436,205,25,156,535,680,108,91,,1463,159,545,693,137,159
903,83,1450,193,39,87,488,643,76,70,,1477,89,497,655,123,162
905,70,1426,227,46,108,497,711,65,64,,1453,110,506,724,123,145
906,82,1397,207,29,139,661,791,144,91,,1406,140,665,796,127,150
907,80,1536,224,41,90,625,633,119,59,,1555,91,633,641,106,145
908,82,1450,236,33,61,539,596,187,58,,2281,96,848,937,137,143
910,70,1451,249,31,86,605,691,109,71,,1451,86,605,691,122,174
911,75,1498,222,39,123,600,815,126,77,,1498,123,600,815,146,163
912,60,1465,254,31,116,492,817,132,72,,1465,116,492,817,141,161
913,84,1620,270,45,157,456,944,141,54,,1620,157,456,944,156,148
914,61,1476,267,30,187,489,977,140,54,,1476,187,489,977,152,128
915,78,1435,235,28,134,416,866,97,50,,1435,134,416,866,124,131
916,73,1340,221,26,127,499,934,74,51,,1340,127,499,934,118,126
917,77,1465,266,41,110,458,836,107,52,,1465,110,458,836,117,146
918,57,1390,236,26,79,449,888,84,58,,1390,79,449,888,142,150
919,76,1495,227,24,127,448,885,144,67,,1495,127,448,885,141,176
920,76,1547,264,31,141,488,843,159,55,,1547,141,488,843,148,174
921,95,1670,344,29,239,548,902,188,69,,2394,343,786,1293,129,171
922,113,1644,314,26,233,610,862,149,60,,1850,262,686,970,114,160
923,100,1675,337,23,219,675,849,161,50,,1685,220,679,854,125,157
924,87,1599,303,22,221,621,961,119,59,,1609,222,625,967,109,160
926,97,1629,309,32,209,743,1099,147,50,,1629,209,743,1099,106,153
927,90,1639,310,30,221,685,1057,113,34,51,1639,221,685,1057,72,149
928,91,1559,294,37,212,577,1076,79,41,69,1559,212,577,1076,107,137
929,74,1349,255,26,192,542,1000,52,37,56,1349,192,542,1000,113,161
930,68,1413,296,26,158,466,1062,86,61,62,1413,158,466,1062,126,178
931,80,1565,345,29,184,606,1009,94,55,78,1565,184,606,1009,106,152
932,93,1522,337,30,207,503,1093,62,36,54,1522,207,503,1093,106,156
933,78,1576,351,27,196,556,1204,55,23,54,1576,196,556,1204,118,165
934,69,1711,265,117,34,634,430,224,,,2132,42,790,536,663,
935,70,1464,201,112,42,595,715,357,,,1719,49,698,839,573,
936,96,1481,192,93,19,659,673,427,,,1790,23,797,814,475,
937,72,1316,182,72,24,626,627,331,,,1556,28,740,741,448,
938,48,1447,220,95,17,464,573,439,,,1789,21,574,709,712,
939,61,1321,157,72,15,387,686,433,,,1621,18,475,842,589,
941,54,1317,162,72,26,610,582,187,,,1616,32,749,714,497,
942,76,1508,213,103,26,605,541,282,,,1758,30,705,631,565,
943,101,1495,213,104,28,600,583,245,,,1625,30,652,634,441,
944,92,1804,281,124,41,673,290,319,,,2283,52,852,367,492,
945,85,1811,303,113,46,591,378,276,,,2274,58,742,475,432,
946,105,1773,242,83,36,588,450,233,,,2209,45,733,561,434,
947,101,1852,262,91,35,552,400,221,,,2344,44,699,506,354,
948,85,1699,237,109,20,538,425,224,,,2101,25,665,526,318,
949,88,1499,176,61,20,593,333,101,,,1630,22,645,362,322,
950,21,1402,149,53,13,304,295,134,,,1475,14,320,310,408,
952,77,1895,244,8,8,93,0,,,,5203,22,255,0,1225,
953,73,1685,206,31,0,58,0,,,,4074,0,140,0,931,
954,22,1383,127,30,10,102,339,,,,3447,25,254,845,1169,112
955,43,1549,205,97,17,222,313,,,,4402,48,631,890,1117,94
956,100,1698,181,59,14,157,381,,,,4585,38,424,1029,686,100
957,87,1646,257,107,16,134,419,,,,3333,32,271,848,863,97
958,43,1314,184,73,14,152,541,,,,2661,28,308,1096,865,99
959,67,1507,278,59,142,388,944,146,90,,1507,142,388,944,167,149
960,73,1520,285,54,173,523,1054,126,73,,2105,240,724,1459,116,162
961,87,1582,291,48,225,545,1061,141,66,,1780,253,613,1194,120,164
962,83,1607,297,37,221,527,1108,201,66,,1607,221,527,1108,149,167
963,83,1611,269,40,239,562,1060,137,65,,1611,239,562,1060,111,202
964,77,1640,333,36,183,469,949,67,47,,1640,183,469,949,102,193
965,72,1644,305,39,223,508,863,70,43,,1644,223,508,863,118,186
966,82,1664,320,53,161,601,907,131,61,42,1664,161,601,907,94,176
967,73,1663,324,61,213,511,1027,132,54,61,1663,213,511,1027,96,167
968,73,1508,283,41,152,497,1043,103,53,56,1508,152,497,1043,112,158
969,74,1472,330,31,198,619,1134,63,37,52,1472,198,619,1134,116,165
970,68,1531,331,34,202,568,1181,44,33,54,1531,202,568,1181,89,161
971,67,1477,280,34,150,509,1103,65,32,64,1477,150,509,1103,118,158
972,76,1504,325,54,157,561,1108,85,50,60,1504,157,561,1108,91,190
973,106,1585,182,97,40,227,744,,,,2445,62,350,1148,821,
974,73,1321,226,46,18,212,899,,,,2352,32,377,1600,817,
975,89,1564,216,96,35,456,415,245,,,1877,42,547,498,492,152
977,77,1464,193,108,14,348,627,152,,,1744,17,415,747,335,98
978,66,1312,164,74,12,367,677,119,,,1398,13,391,722,291,98
979,84,1280,201,57,14,397,,137,,,1355,15,420,,280,85
980,77,1299,167,70,11,362,,224,,,1412,12,394,,282,94
982,95,1426,211,91,20,339,,175,,,1510,21,359,,316,101
985,94,1624,242,101,32,495,,290,,,1708,34,521,,328,82
986,73,1457,200,91,20,561,,286,,,1543,21,594,,349,96
987,70,1423,191,107,25,525,530,231,,,1507,26,556,561,314,111
988,85,1396,206,89,26,590,569,223,163,,1478,28,625,602,302,107
990,92,1442,212,101,18,573,556,200,,,1517,19,603,585,222,116
991,83,1394,216,82,26,511,504,173,,,1476,28,541,534,248,101
992,71,1367,181,72,17,581,489,158,,,1758,22,747,629,273,99
993,93,1526,257,97,27,496,494,140,,,1766,31,574,572,237,94
994,64,1481,240,76,32,504,411,80,69,,1558,34,530,432,241,100
996,83,1726,263,92,57,558,398,82,64,,1816,60,587,419,202,142
997,87,1661,284,73,43,627,405,92,65,,1747,45,660,426,210,108
998,90,1687,331,80,37,639,421,105,80,,1775,39,672,443,196,149
999,85,1705,291,88,53,673,406,102,66,,1794,56,708,427,180,150
1002,72,1553,279,102,65,493,461,119,81,,1634,68,519,485,223,147
1003,74,1758,357,102,116,548,522,100,76,,1849,122,576,549,255,157
1004,79,1582,313,95,86,485,534,103,74,,1664,90,510,562,198,164
1005,64,1532,307,73,45,505,492,123,79,,1612,47,531,518,232,146
1006,82,1587,312,86,86,521,561,111,53,,1703,92,559,602,200,165
1008,106,1729,367,56,78,672,555,131,58,,1819,82,707,584,164,158
1009,100,1688,323,89,114,673,489,75,48,,1811,122,722,525,135,165
1010,87,1723,343,58,99,673,486,77,52,,1813,104,708,511,162,167
1011,94,1695,325,65,158,690,748,94,47,,1783,166,726,787,155,157
1012,88,1508,230,55,144,729,611,80,43,,1586,151,767,643,155,181
1013,85,1564,291,70,130,652,623,93,40,,1645,137,686,655,208,155
1014,95,1629,328,68,141,698,585,69,41,,1714,148,734,615,204,122
1015,79,1485,260,58,85,633,614,45,29,,1562,89,666,646,196,136
1017,82,1474,210,49,81,508,582,42,45,,1551,85,534,612,186,137
1018,93,1478,231,46,63,560,526,64,58,,1555,66,589,553,200,194
1019,93,1424,240,50,82,547,564,64,57,,1508,87,579,597,167,183
1020,97,1444,223,43,114,654,648,68,43,,1519,120,688,682,163,145
1021,89,1434,246,44,108,802,594,55,63,,1508,114,844,625,163,149
1022,82,1469,230,61,82,706,530,23,34,,1545,86,743,558,163,150
1023,92,1478,226,54,93,790,528,41,55,,1555,98,831,555,139,183
1024,100,1597,300,53,120,760,505,24,42,,1680,126,799,531,126,204
1025,77,1486,243,37,109,598,552,39,36,,1563,115,629,581,171,175
1026,53,1344,200,39,108,582,636,28,40,,1414,114,612,669,157,153
1028,72,1421,226,43,95,518,634,50,46,,1495,100,545,667,134,138
1029,83,1480,222,40,137,674,613,43,23,,1557,144,709,645,146,167
1030,86,1572,220,53,158,677,650,45,27,,1654,166,712,684,147,159
1031,82,1447,236,39,122,530,676,38,49,,1522,128,558,711,127,159
1032,81,1456,241,43,115,487,713,50,34,,1532,121,512,750,112,147
1034,75,1308,198,36,158,669,766,69,34,,1376,166,704,806,144,145
1035,101,1481,215,53,180,673,867,98,36,,1481,180,673,867,146,147
1036,86,1360,192,36,210,655,900,69,21,,1368,211,659,906,157,115
1037,79,1388,195,36,148,592,908,73,32,,1388,148,592,908,113,124
1038,85,1394,199,57,157,517,912,60,27,,1394,157,517,912,109,137
1039,89,1278,190,27,162,554,952,57,41,,1278,162,554,952,114,126
1040,88,1383,224,45,179,551,987,41,34,,1383,179,551,987,117,142
1041,91,1315,192,36,152,626,994,37,21,,1315,152,626,994,130,126
1042,103,1292,190,39,185,521,964,26,32,,1292,185,521,964,101,133
1043,90,1316,188,29,182,578,922,35,28,,1316,182,578,922,126,130
1044,79,1282,207,38,148,656,825,29,30,,1282,148,656,825,132,142
1045,91,1399,214,38,179,540,854,35,43,,1399,179,540,854,106,156
1046,89,1252,186,33,127,502,824,18,22,,1300,132,521,856,100,142
1047,85,1400,213,32,157,509,722,28,30,,1400,157,509,722,112,144
1048,72,1375,200,35,131,436,784,67,38,,1375,131,436,784,158,155
1049,58,1363,174,40,127,390,888,64,58,,1389,129,397,905,176,144
1050,74,1410,208,38,102,453,735,108,59,,1419,103,456,740,169,162
1051,74,1480,228,45,166,452,764,60,46,,1480,166,452,764,140,153
1052,86,1520,218,34,129,563,695,90,38,,1520,129,563,695,117,177
1053,86,1455,222,35,165,579,819,177,87,,1464,166,583,824,121,185
1054,84,1543,232,53,143,645,844,75,68,,1543,143,645,844,129,165
1055,89,1370,220,43,97,600,743,91,55,,2036,144,892,1104,97,162
1056,83,1489,237,40,177,470,807,93,66,,1489,177,470,807,115,165
1057,92,1530,283,53,156,508,831,93,53,,1530,156,508,831,124,142
1058,104,1529,254,46,187,602,941,106,68,,1529,187,602,941,124,162
1059,85,1422,256,45,203,529,932,75,41,,1431,204,532,938,142,153
1060,87,1447,234,30,198,613,885,138,58,,1447,198,613,885,108,163
1061,98,1535,274,32,225,653,913,106,50,,1535,225,653,913,122,147
1062,88,1358,213,28,143,588,841,87,42,,1358,143,588,841,109,129
1063,59,1315,198,24,116,585,899,103,50,,1315,116,585,899,130,153
1064,79,1418,241,32,172,634,952,82,57,,1418,172,634,952,131,178
1065,84,1372,259,26,209,699,1185,109,47,,1372,209,699,1185,104,171
1066,75,1411,256,16,182,675,1055,66,45,,1411,182,675,1055,116,164
1067,85,1546,282,38,178,765,1122,104,63,,1546,178,765,1122,132,148
1068,75,1476,304,35,227,733,1264,65,46,,2079,320,1033,1781,116,127
1069,68,1355,257,33,179,620,1110,82,41,,1524,201,698,1249,119,161
1071,79,1415,268,32,176,578,1164,161,72,,1415,176,578,1164,91,146
1072,65,1494,306,29,165,455,1070,122,62,,1494,165,455,1070,115,164
1073,69,1442,291,34,213,461,1056,109,70,,1451,214,464,1063,107,156
1074,79,1553,307,41,177,562,982,83,38,43,1553,177,562,982,105,171
1075,66,1439,291,60,139,466,972,133,61,51,1439,139,466,972,131,165
1076,55,1348,267,37,125,365,1041,65,44,64,1356,126,367,1047,143,149
1077,43,1312,201,39,153,443,1099,98,63,47,1312,153,443,1099,138,194
1078,72,1531,284,54,201,518,1144,86,50,50,1531,201,518,1144,144,160
1079,71,1521,283,45,168,384,1038,66,28,53,1521,168,384,1038,110,171
1080,95,1548,294,40,203,430,1133,60,40,45,1548,203,430,1133,106,162
1082,82,1413,228,86,37,238,601,,,,2758,72,465,1173,736,86
1083,66,1539,271,79,21,274,625,,,,2544,35,453,1033,734,
1085,62,1376,224,99,38,324,677,,,,2064,57,486,1016,668,
1086,115,1660,232,107,70,493,561,256,,,2186,92,649,739,491,
1087,103,1834,278,165,72,460,337,349,,,2396,94,601,440,502,
1088,84,1577,219,89,63,380,490,239,,,1950,78,470,606,573,
1089,17,1313,145,34,0,78,162,45,22,,7335,0,436,905,1553,
1090,64,1356,197,31,94,498,1054,117,56,,1356,94,498,1054,122,130
1091,72,1469,254,34,132,492,1051,92,37,,2069,186,693,1481,134,156
1092,76,1448,242,33,163,586,1038,148,60,,1640,185,664,1176,130,162
1093,80,1413,240,30,150,553,1122,99,46,,1413,150,553,1122,111,187
1094,92,1410,272,28,136,686,1074,115,58,,1410,136,686,1074,119,167
1095,54,1381,277,36,114,525,1120,115,57,,1381,114,525,1120,129,177
1096,64,1465,266,44,128,479,1145,92,46,,1465,128,479,1145,127,150
1097,79,1450,276,29,161,543,1191,169,55,60,1459,162,546,1198,126,145
1099,79,1433,280,32,146,595,1130,177,73,61,1433,146,595,1130,106,163
1100,91,1459,292,44,157,515,978,150,74,57,1459,157,515,978,78,162
1101,83,1447,275,32,148,499,968,96,43,58,1447,148,499,968,86,153
1102,83,1499,306,32,128,512,918,96,38,67,1499,128,512,918,103,177
1103,78,1454,309,42,182,497,1249,110,58,74,1454,182,497,1249,126,166
1104,112,1694,229,52,5,93,186,,,,4036,12,222,443,803,64
1105,87,1779,176,87,11,84,271,,,,4969,31,235,757,874,89
1106,49,1794,281,58,6,79,0,,,,5484,18,241,0,1531,
1107,107,1725,194,67,4,79,0,,,,3408,8,156,0,853,
1108,65,1387,172,48,106,499,816,43,30,,1404,107,505,826,175,151
1109,66,1184,170,39,62,456,938,39,30,,1184,62,456,938,162,100
1110,66,1214,162,41,70,381,872,40,48,,1214,70,381,872,149,124
1111,65,1299,188,42,97,502,877,90,37,,1299,97,502,877,166,130
1112,72,1405,203,35,112,491,885,90,47,,1405,112,491,885,174,126
1113,69,1372,259,46,93,537,934,88,38,,1372,93,537,934,157,120
1114,72,1233,205,28,66,479,988,44,51,,1233,66,479,988,152,129
1115,81,1284,208,40,104,699,972,101,58,,1284,104,699,972,150,136
1116,79,1446,250,47,129,598,911,114,41,,1446,129,598,911,138,144
1117,79,1319,230,52,71,478,888,101,51,,1319,71,478,888,104,152
1118,89,1439,247,40,142,555,960,118,59,,1524,150,588,1016,121,160
1119,82,1391,216,35,134,469,962,92,48,,1391,134,469,962,112,140
1120,81,1441,222,41,110,471,864,108,65,,1441,110,471,864,108,161
1121,64,1410,219,54,85,526,767,134,62,,1419,86,529,772,138,167
1122,80,1401,195,50,66,530,719,150,57,,1401,66,530,719,140,155
1123,81,1405,263,60,114,515,839,187,72,,1405,114,515,839,142,136
1124,74,1408,231,45,70,434,743,178,59,,1408,70,434,743,132,109
1125,89,1382,224,52,49,461,745,190,95,,1382,49,461,745,137,146
1126,92,1446,230,67,75,537,750,193,74,,1437,75,534,745,139,144
1127,90,1396,236,52,66,501,719,119,63,,2056,97,738,1059,128,119
1128,77,1342,236,48,74,435,830,140,61,,1342,74,435,830,136,154
1129,85,1412,239,60,97,517,869,164,95,,1412,97,517,869,147,165
1130,80,1465,222,67,79,494,837,105,61,,1465,79,494,837,133,160
1131,83,1457,261,42,121,477,873,96,56,,1457,121,477,873,152,159
1132,96,1388,244,32,125,536,916,163,75,,1388,125,536,916,130,108
1133,76,1386,238,28,122,526,936,162,46,,1386,122,526,936,115,113
1134,82,1338,239,31,96,474,840,198,71,,1338,96,474,840,138,124
1135,86,1316,239,28,97,530,860,144,62,,1316,97,530,860,140,121
1136,75,1301,209,32,94,548,997,179,83,,1301,94,548,997,131,124
1137,65,1345,240,43,79,502,1027,125,68,,1345,79,502,1027,161,129
1138,81,1350,255,38,96,506,1025,139,54,,1350,96,506,1025,112,125
1139,85,1459,288,37,138,497,911,103,60,,1459,138,497,911,125,141
1140,93,1548,355,35,169,555,1011,175,62,,2181,238,782,1424,101,155
1141,86,1578,293,25,123,637,1116,198,68,,1775,138,717,1256,136,135
1142,82,1445,297,29,129,554,1057,180,63,,1445,129,554,1057,138,130
1143,84,1427,314,40,133,633,1085,171,74,,1427,133,633,1085,131,169
1144,102,1578,326,28,166,621,1122,155,51,,1578,166,621,1122,108,144
1145,97,1463,293,23,168,728,1138,166,75,,1463,168,728,1138,106,168
1146,72,1547,289,36,249,673,1129,114,52,83,1547,249,673,1129,133,149
1147,93,1500,313,29,208,581,1119,64,49,89,1500,208,581,1119,110,138
1148,84,1441,291,32,167,589,1120,71,27,59,1441,167,589,1120,83,149
1149,87,1466,308,30,191,557,1021,66,30,81,1466,191,557,1021,95,149
1151,89,1400,281,32,161,481,1037,115,44,72,1400,161,481,1037,89,146
1152,82,1407,275,27,174,585,1076,79,36,73,1407,174,585,1076,80,164
1153,65,1463,205,41,8,173,532,,,,3950,22,467,1436,783,100
1154,44,1347,195,94,30,189,848,,,,2039,45,286,1284,780,
1155,48,1389,208,90,42,386,487,429,,,1786,54,496,626,616,
1156,60,1320,216,40,41,283,590,420,,,1584,49,340,708,539,
1157,71,1639,276,42,75,456,540,305,,,1981,91,551,653,507,
1158,53,1227,174,75,23,353,741,315,,,1506,28,433,909,622,
1159,65,1485,192,90,21,508,740,558,,,1756,25,601,875,722,
1161,72,1469,242,83,42,428,666,183,,,1576,45,459,715,299,145
1162,86,1277,212,70,30,390,533,152,,,1352,32,413,564,260,102
1163,69,1311,179,32,98,522,901,129,70,,1311,98,522,901,156,114
1164,65,1341,202,41,97,514,958,97,53,,1341,97,514,958,152,162
1165,86,1331,226,40,80,493,824,131,46,,1339,80,496,829,133,179
1166,80,1385,231,27,82,562,748,89,46,,1457,86,591,787,122,173
1167,88,1440,239,40,114,644,696,105,69,,1440,114,644,696,167,192
1168,77,1448,232,42,89,550,768,146,76,,1448,89,550,768,152,166
1170,90,1490,259,57,65,484,650,218,106,,1490,65,484,650,139,147
1171,102,1549,299,77,146,522,687,170,87,,1549,146,522,687,137,145
1173,85,1596,286,79,116,528,675,207,76,,1596,116,528,675,146,160
1175,79,1497,266,46,96,473,659,157,83,,2355,151,744,1036,113,148
1177,79,1515,273,54,109,397,722,182,47,,1515,109,397,722,164,178
1179,91,1384,261,49,154,473,840,128,48,,1384,154,473,840,127,160
1180,76,1403,264,45,137,474,919,97,46,,1403,137,474,919,123,153
1181,83,1443,239,40,168,523,1034,125,43,,1443,168,523,1034,131,151
1182,85,1428,277,40,122,489,950,138,54,,1437,123,492,956,125,148
1183,92,1428,227,41,101,554,897,154,51,,1428,101,554,897,111,139
1185,82,1475,290,41,117,523,969,119,68,,1475,117,523,969,125,141
1186,72,1411,284,42,75,439,741,131,71,,1411,75,439,741,122,164
1187,84,1455,294,35,125,428,936,100,75,,1455,125,428,936,96,150
1188,90,1481,297,54,141,530,983,197,87,,2086,199,747,1385,113,144
1189,79,1434,270,39,134,534,955,135,60,,1613,151,601,1074,101,189
1190,75,1486,288,38,124,532,949,196,86,,1495,125,535,955,112,185
1191,67,1487,258,35,159,564,1068,131,66,,1496,160,568,1075,89,169
1192,72,1468,276,40,135,478,990,136,50,,1477,136,481,996,126,173
1194,77,1644,281,27,150,511,840,121,35,48,1644,150,511,840,102,185
1195,65,1503,277,37,152,406,898,100,42,44,1503,152,406,898,117,204
1197,83,1526,288,39,162,476,926,120,42,75,1526,162,476,926,108,143
1198,58,1432,261,29,150,461,1057,67,48,76,1432,150,461,1057,131,169
1200,62,1515,335,37,124,474,1040,65,34,64,1515,124,474,1040,98,189
1201,33,1142,213,31,12,252,1085,,,,2342,25,517,2225,1066,
1202,60,1518,162,68,17,281,77,136,,,12943,145,2396,657,1390,
1203,62,1316,174,73,25,279,650,,,,2050,39,435,1013,791,
1204,77,1397,175,94,20,344,469,,,,2021,29,498,678,631,
1205,90,1491,232,95,19,512,618,293,,,1763,22,605,731,721,
1206,73,1549,242,99,30,551,441,494,,,1873,36,666,533,679,
1208,110,1496,222,93,56,650,474,460,,,1769,66,769,560,498,
1209,108,1464,231,94,54,649,453,438,,,1839,68,815,569,401,
1210,72,1458,236,82,27,549,514,398,,,1724,32,649,608,511,
1211,100,1514,193,110,32,662,532,430,,,1593,34,696,560,419,
1212,82,1519,219,105,57,599,375,270,,,1922,72,758,475,487,
1213,87,1864,282,161,52,576,364,349,,,2305,64,712,450,482,
1214,88,1645,234,95,48,491,393,226,,,2034,59,607,486,402,
1215,72,1598,215,108,35,425,333,245,,,1976,43,526,412,367,
1216,75,1648,248,88,29,431,313,230,,,2023,36,529,384,447,
1217,60,1468,174,74,19,366,351,145,,,1640,21,409,392,373,
1219,98,1695,237,96,31,501,324,326,,,2019,37,597,386,361,122
1220,94,1666,245,111,38,372,535,212,,,1985,45,443,637,335,118
1221,88,1458,173,58,22,374,574,170,,,1712,26,439,674,323,93
1222,83,1431,211,67,18,622,,325,,,1705,21,741,,338,117
1224,51,1338,164,64,31,349,,198,,,1426,33,372,,435,108
1225,70,1232,150,72,27,414,,187,,,1313,29,441,,302,78
1228,58,1225,186,62,17,349,,149,,,1297,18,370,,292,91
1230,69,1294,163,77,30,459,738,199,,,1398,32,496,797,262,121
1231,61,1458,233,77,34,519,618,190,,,1544,36,550,654,270,102
1232,71,1516,210,94,42,392,603,204,,,1648,46,426,656,264,136
1233,79,1458,181,95,33,396,588,182,,,1534,35,417,619,261,118
1234,85,1351,176,80,15,334,529,140,134,,1440,16,356,564,254,102
1235,99,1437,205,84,29,373,579,197,,,1512,31,392,609,236,95
1236,75,1394,171,84,27,358,565,139,,,1496,29,384,606,263,109
1237,73,1353,156,80,13,273,419,145,,,1740,17,351,539,248,95
1238,80,1472,193,76,29,299,469,130,,,1703,34,346,543,252,97
1239,98,1571,216,104,29,378,411,74,84,,1653,31,398,432,238,124
1240,82,1573,223,91,63,346,426,97,78,,1676,67,369,454,247,151
1242,80,1640,225,85,65,447,402,75,53,,1725,68,470,423,306,144
1243,97,1614,239,57,76,470,376,36,48,,1698,80,494,396,206,127
1245,75,1427,260,66,42,503,491,80,,,1511,44,533,520,241,101
1247,82,1475,242,74,70,590,540,86,,,1562,74,625,572,230,120
1250,84,1560,256,82,76,436,546,48,,,1663,81,465,582,199,164
1251,85,1618,311,62,116,408,604,64,,,1702,122,429,635,191,178
1252,69,1496,237,54,66,420,480,87,,,1584,70,445,508,187,127
1254,74,1584,249,66,62,455,551,64,,,1677,66,482,583,199,155
1255,70,1597,277,45,35,410,482,58,,,1680,37,431,507,212,113
1256,66,1483,273,56,39,497,617,73,,,1570,41,526,653,229,134
1257,75,1437,245,86,66,664,669,72,,,1562,72,722,727,171,161
1258,89,1504,281,60,83,597,677,62,,,1592,88,632,717,186,166
1259,93,1505,271,74,98,553,604,59,,,1594,104,586,640,194,116
1260,105,1572,301,73,106,631,563,38,,,1654,112,664,592,170,131
1262,86,1529,278,37,41,614,447,61,,,1619,43,650,473,177,145
1263,66,1525,268,54,59,511,474,47,,,1604,62,538,499,207,118
1264,92,1544,270,75,60,662,457,79,,,1624,63,696,481,242,151
1265,100,1429,242,69,57,718,597,104,,,1484,59,746,620,181,160
1266,99,1502,254,53,87,770,590,93,,,1580,92,810,621,136,173
1267,88,1465,269,57,96,632,720,120,,,1541,101,665,757,168,159
1268,102,1554,248,49,160,671,600,123,,,1635,168,706,631,130,170
1269,94,1537,260,48,204,639,665,81,,,1617,215,672,700,134,193
1270,100,1559,257,38,190,622,670,92,72,,1609,196,642,691,132,198
1271,102,1461,211,34,162,702,740,95,52,,1547,172,743,784,111,179
1272,110,1608,288,62,219,689,722,95,49,,1692,230,725,760,124,169
1273,97,1492,259,59,196,667,657,48,41,,1570,206,702,691,136,145
1274,104,1489,244,47,213,714,760,84,59,,1577,226,756,805,141,165
1275,98,1383,223,38,188,683,776,68,39,,1455,198,718,816,117,157
1276,88,1394,198,40,155,579,892,63,36,,1466,163,609,938,134,143
1277,75,1364,175,53,181,521,894,77,49,,1435,190,548,940,153,208
1278,91,1412,204,48,154,614,925,87,53,,1466,160,638,961,118,160
1279,86,1402,227,40,133,556,880,100,56,,1475,140,585,926,130,149
1280,94,1429,203,42,165,627,837,90,47,,1503,174,660,880,143,170
1281,100,1483,189,64,137,562,870,194,42,,1456,135,552,854,188,141
1282,99,1361,178,34,110,453,867,124,70,,1361,110,453,867,158,129
1283,80,1375,180,39,79,438,893,141,60,,1375,79,438,893,170,126
1284,97,1329,193,32,78,492,891,172,77,,1329,78,492,891,134,135
1285,95,1399,201,27,108,430,830,94,64,,1399,108,430,830,133,128
1286,73,1285,203,38,82,485,881,56,47,,1285,82,485,881,160,144
1287,76,1234,202,36,67,439,980,57,43,,1234,67,439,980,144,144
1288,85,1405,185,52,97,484,823,80,51,,1405,97,484,823,109,130
1289,88,1524,234,67,88,544,846,139,57,,1533,89,547,851,134,136
1290,89,1469,213,38,95,489,755,76,40,,1469,95,489,755,131,159
1291,89,1410,186,41,102,502,821,86,41,,1474,107,525,858,169,152
1292,96,1482,220,29,111,500,800,110,50,,1491,112,503,805,126,167
1293,102,1511,231,34,139,597,820,149,75,,1511,139,597,820,157,122
1294,88,1355,217,31,118,611,825,138,52,,1355,118,611,825,127,106
1295,92,1371,200,34,91,486,744,144,55,,1371,91,486,744,128,154
1296,98,1484,223,28,191,588,896,114,62,,1484,191,588,896,124,160
1297,95,1435,251,27,149,610,818,137,52,,1435,149,610,818,140,138
1298,79,1443,220,24,183,556,834,106,46,,1443,183,556,834,118,123
1299,91,1453,208,24,147,489,841,122,72,,1444,146,486,836,122,148
1300,93,1449,196,29,121,487,810,108,68,,2134,178,717,1193,128,149
1301,88,1487,222,32,138,528,804,151,56,,1487,138,528,804,139,131
1302,91,1358,197,34,146,541,925,166,76,,1358,146,541,925,168,132
1303,79,1316,213,23,102,488,829,109,69,,1316,102,488,829,163,146
1304,95,1434,226,28,129,539,846,136,58,,1434,129,539,846,166,131
1306,73,1389,236,23,125,445,923,128,59,,1389,125,445,923,155,144
1307,95,1354,218,25,100,440,953,132,46,,1362,101,443,959,143,127
1308,78,1329,244,17,90,513,896,82,55,,1346,91,519,907,119,155
